Location,Property Type,Size (sqm),Number of Bedrooms,Number of Bathrooms,Number of Floors,Year Built,Parking Space,Furnished,Proximity to City Center (km),Proximity to Schools (km),Price (RWF)
Huye,Bungalow,160,1,1,3,2007,0,0,6.207231534649565,0.0,952506
Nyanza,Villa,56,2,1,3,2011,0,0,6.915726692770676,2.409565657637176,1537871
Muhanga,Bungalow,236,5,2,2,2006,1,1,5.8958792025388185,1.416517758492329,2847649
Nyamagabe,House,114,4,3,3,2017,1,0,8.575002395377542,0.9782179851763524,6670142
Nyanza,Villa,93,4,3,1,1993,0,0,2.91681408421811,0.9008216319101243,7077227
Rubavu,Villa,156,3,1,1,2003,0,1,6.556531251484101,3.157087580185726,4302971
Gicumbi,Villa,161,5,1,1,2013,0,1,5.027845508312501,3.596293178944648,2807603
Muhanga,Bungalow,179,2,2,3,1986,1,1,2.77868035580833,2.3559236442149594,4518768
Huye,Villa,125,3,2,1,1982,1,1,1.953603094465179,2.5250756390434583,4069366
Nyamagabe,Bungalow,190,3,2,1,2007,0,1,2.1886911643714635,0.7359348274661486,6324103
Rwamagana,Villa,199,3,1,3,1984,1,1,1.855121912237308,2.2965460299116467,5330772
Muhanga,House,193,3,2,3,2004,0,1,7.185254885849405,2.018693580323161,5554081
Kigali,Villa,200,5,2,3,1998,0,0,3.234920241170869,2.9223570802142316,6928749
Muhanga,Villa,94,1,3,3,1985,0,1,7.874221664095085,3.198347836538461,3946120
Gicumbi,Bungalow,162,5,1,2,1998,0,0,5.308330299846883,1.0269544519845704,6557397
Nyamagabe,Bungalow,196,1,1,1,1992,0,0,3.056779967563346,3.5952247072144337,3161109
Huye,Villa,198,3,1,1,1998,1,0,1.1297514994479672,2.591688197095668,6539896
Nyamagabe,Villa,139,1,3,3,2011,1,0,4.6260372258655,2.1955577305903247,4768969
Muhanga,House,205,1,1,1,1982,0,1,4.864766953881533,3.178455657502055,2108914
Rubavu,House,131,4,2,2,2015,1,1,7.87170490241585,1.5180824090049303,2507488
Kigali,Bungalow,127,5,1,2,2021,0,1,6.599779590353338,1.7130308705347461,3716274
Nyanza,Apartment,184,5,1,3,2018,1,0,4.206590009158152,1.8151137179518813,6813500
Nyanza,House,122,1,2,3,1986,0,1,3.1004798226620185,2.8550962384236276,3010542
Rubavu,House,143,4,2,1,1996,1,1,6.039063822882701,2.6010377417925388,7251011
Nyamagabe,Apartment,120,2,3,2,2012,1,0,3.556341450165068,0.9800140805644209,1414473
Rubavu,Apartment,176,5,2,3,1993,1,0,7.869824125317096,1.2930566372931218,5865822
Rusizi,Villa,175,4,3,1,1995,1,1,5.301724177138753,2.4360909866383182,3339784
Rubavu,House,162,2,3,1,2015,0,1,6.2658063162137685,1.4011788685595463,864123
Rusizi,Apartment,152,2,1,1,2016,0,0,3.8654187208359794,3.822595220049619,3804968
Rwamagana,Bungalow,152,3,2,3,1984,1,0,2.207672564175039,2.633428841287478,7226375
Nyamagabe,House,184,2,2,1,1985,1,1,6.422558574139798,0.6758281017118812,2489626
Huye,Villa,129,4,1,1,2022,1,1,2.7974551803616277,1.028234760770773,4569738
Nyanza,Villa,170,2,1,3,1986,0,0,6.324469430193502,2.430409363464021,4461416
Rusizi,House,107,5,3,2,1981,1,1,2.968350652687033,1.293906211776103,7840981
Rusizi,Villa,101,1,1,2,1984,1,0,4.852550656687467,1.6401753266684445,991501
Nyamagabe,House,163,4,3,1,1999,0,1,6.749612270595546,1.7337001434448878,6122202
Rubavu,Villa,158,2,2,2,2016,1,0,2.286045046903263,3.2680069223954398,2105793
Huye,Bungalow,243,3,2,1,2016,0,1,5.465269430222261,3.6801254105506427,5343568
Nyanza,Bungalow,189,3,3,1,1999,0,0,2.638820950383805,2.6190133789778978,5037135
Gicumbi,Bungalow,52,3,3,2,1996,1,1,3.646700444222862,0.8112434279107996,4716907
Rwamagana,Bungalow,76,5,1,3,1999,0,1,4.437357927056182,1.616727280777216,6973282
Rubavu,Villa,135,4,2,2,2018,1,0,7.275853438594648,2.429728796593256,3556099
Nyamagabe,Bungalow,109,1,1,3,1985,1,0,5.188555117339351,0.0,1463381
Kigali,Apartment,149,2,3,2,2002,1,1,4.580150905252128,1.8018565016956207,5904274
Huye,House,182,2,3,1,2021,0,0,6.734562458287132,2.6495761081813822,240364
Nyanza,Apartment,229,4,1,2,2011,1,0,3.885104383171586,0.0,7002518
Rubavu,Apartment,207,4,2,1,1997,1,0,1.9039717678709462,1.0917976310796857,6381246
Gicumbi,Villa,190,5,2,1,2004,1,0,6.181007186018486,1.9648089122690056,1122703
Huye,House,170,3,2,3,2009,1,1,6.6772277093005314,2.395230182590994,2886584
Musanze,House,174,1,1,1,2000,1,1,3.8729324659315973,2.980963574491833,1931740
Rwamagana,Apartment,112,4,1,3,1996,1,1,2.0638092938965356,3.0627908582584302,3417679
Kigali,Bungalow,112,2,3,2,1988,0,1,7.2797956790243985,0.8285450379882646,4839387
Rusizi,House,132,4,3,2,1988,0,1,4.43908433685506,0.9311316081758143,4603914
Gicumbi,Bungalow,182,4,1,3,1980,0,1,3.692493311859833,1.5163843312318335,3394747
Rwamagana,House,80,4,2,2,1985,0,1,6.983121885782728,2.6230069258940896,1565369
Musanze,House,218,3,2,3,1998,1,1,3.094269983652271,2.181415707141855,2838724
Nyamagabe,Apartment,144,4,1,3,1999,0,1,5.707585374611224,1.0861682340145775,4905390
Huye,Villa,147,2,3,2,2008,0,0,1.7524872904629536,3.1906749825275855,3438653
Kigali,House,140,2,3,3,1983,1,1,6.705928809847152,1.3738953592173018,572316
Musanze,Bungalow,101,1,3,3,1987,0,1,8.354595815869047,2.362262444339621,917731
Kigali,Bungalow,105,5,2,3,1988,0,0,2.6943017968704996,1.3319443247925153,5579881
Rwamagana,Bungalow,73,1,2,1,1998,0,0,8.379951389302905,1.3520044425913311,1794465
Rusizi,Apartment,191,1,3,1,2002,1,1,8.849809362037272,1.288340257686969,2739880
Kigali,Apartment,107,1,1,1,1981,0,1,3.750209254165928,1.0564830020224352,1732530
Nyamagabe,Villa,139,3,1,2,1998,1,0,8.388053105166037,2.401067058439103,-421946
Rwamagana,Villa,139,1,3,3,1992,0,1,5.718246837681094,1.8039055329989504,1447023
Kigali,House,186,1,2,3,2017,1,1,5.466931127080527,3.6195072712669427,9267956
Muhanga,Apartment,83,1,2,3,1992,1,1,2.4537668718784635,3.176217966052577,3184618
Huye,Villa,94,4,3,3,1999,1,0,7.181949225169538,1.4983672290348986,2582342
Musanze,House,182,5,1,2,1996,1,1,5.386103086703044,1.9538840886099431,5018369
Nyamagabe,Villa,237,4,1,1,2018,1,0,5.452220580032477,0.2928365191304869,1779035
Nyanza,House,180,4,3,3,2000,0,1,3.9645622044102806,1.8263651041651174,6932414
Rusizi,Villa,136,5,2,3,1982,1,1,4.20399582223166,1.675650070051447,6220303
Muhanga,Villa,181,4,1,2,2021,1,0,4.131129605506789,0.8149668579123899,5071916
Huye,Bungalow,175,3,1,3,2016,0,1,4.61168689508258,2.255385003429646,5586772
Gicumbi,Villa,202,3,3,2,2017,1,0,5.671994448854826,1.5839575060419557,7537757
Kigali,House,237,5,3,1,1990,0,0,3.2120301782977765,2.948386563572349,5472645
Rubavu,Bungalow,176,3,2,2,2007,1,1,3.6469720290086935,0.9989041023553829,4043130
Kigali,House,134,5,1,1,2023,1,1,1.1619278537371502,1.758725536270767,3370816
Musanze,Apartment,236,3,1,2,1999,1,1,6.715442337067753,4.374029856018282,4509143
Rusizi,House,181,2,2,1,1998,0,0,6.7253711764500785,2.1086618649610718,568210
Rusizi,Villa,201,4,1,1,2002,0,1,3.686582519227553,2.0829726903364745,2995485
Nyamagabe,House,174,5,1,1,2017,0,0,2.5672140712161986,0.07958039311125131,9022235
Rusizi,Apartment,118,1,2,1,2017,0,1,5.212642971536141,3.3033774880960527,3913351
Kigali,Bungalow,50,3,2,1,1997,1,0,4.382962005489505,2.735643957314954,4389690
Rwamagana,Villa,82,4,2,2,1992,1,0,3.470388577062203,1.9289877971615563,4100120
Nyanza,Apartment,109,5,2,1,2006,1,1,6.529930124102152,1.7725282815545884,1809963
Musanze,Villa,146,2,3,3,2001,1,0,6.769372809573525,0.5488931362043743,2842431
Rubavu,Villa,172,3,1,1,1994,0,0,2.134170568233489,0.20593940697457214,5684095
Muhanga,Apartment,161,5,2,1,1989,0,0,0.9789639348442538,2.922350099517125,5692794
Kigali,Apartment,131,2,3,3,2004,0,0,0.0,1.4214149418682704,1939735
Muhanga,House,131,3,2,3,1993,0,1,7.174747856788617,0.8637669452989996,1151546
Rusizi,Villa,203,4,1,3,1994,0,0,5.472532463787416,1.6077259233476073,349060
Nyamagabe,Bungalow,188,2,3,1,2011,1,0,3.809321478703307,1.4711521928085558,1669622
Rusizi,House,225,5,3,3,2022,1,1,3.9759972859479684,2.2612772633455176,7968874
Nyamagabe,Bungalow,122,1,2,2,2023,0,1,4.645302448727071,1.538434748367618,5882417
Rubavu,Bungalow,108,2,2,3,2013,0,0,9.592509732588912,2.29310856117093,4819689
Huye,Bungalow,184,1,3,3,1999,1,0,8.487576223736363,3.4302316079924227,6755301
Gicumbi,Villa,151,2,1,2,2008,1,0,4.918176301380152,3.2133298475493532,5117522
Rubavu,Villa,137,1,2,3,1997,1,0,7.6982154867901595,3.2167221484889845,1130426
Rubavu,Apartment,97,1,1,1,1997,1,0,4.432718311955696,1.6175491916502358,3919292
Rusizi,Villa,195,5,3,2,2005,0,0,5.491912781897288,0.9175640268512426,3933880
Nyanza,House,122,2,2,3,2014,1,0,7.622885906858519,1.2951383149700098,3021148
Rusizi,Apartment,109,3,3,2,1989,1,1,5.3934074322658905,4.043649164708633,2943867
Rubavu,Bungalow,68,1,3,1,2008,1,0,4.286488763160237,1.2679186369329003,2697334
Gicumbi,Villa,182,4,2,2,2000,0,0,2.6474120977356925,1.3020015253575323,1790706
Muhanga,House,154,4,3,3,2017,1,0,6.39556165444671,2.0713874741224116,3318954
Rubavu,Villa,151,2,2,3,1989,1,0,10.382545671030808,1.2408499901584498,1515848
Nyanza,House,147,4,3,2,2019,1,0,4.165631672442252,0.0,3362181
Musanze,Villa,75,5,1,1,1985,1,0,6.46476297478097,1.3203872198423405,1630624
Rwamagana,Bungalow,116,1,1,3,2015,1,0,6.228146556552579,0.7780559974285122,4656106
Muhanga,Villa,212,3,1,3,1999,0,0,7.11491150177227,4.191888872101745,4444300
Kigali,Villa,126,2,3,3,2012,1,1,8.594507219771293,1.507125259129765,5646972
Gicumbi,Villa,243,4,1,1,1994,1,0,3.0917943921892155,1.1614408968045788,3775075
Muhanga,Bungalow,158,1,2,1,2019,1,0,1.905360044343757,1.8907413219850755,3405348
Musanze,House,181,1,1,3,2016,0,1,9.488951075619163,1.1649039234324512,1296451
Gicumbi,Villa,143,3,1,2,1987,0,0,8.047616961901461,0.3575016759935177,2011517
Rubavu,Apartment,203,4,2,3,1996,1,1,2.063989606261602,2.2567011590134127,5362349
Musanze,Bungalow,119,1,2,1,2023,1,1,4.854602744821273,1.2949952745569235,2570968
Rwamagana,Apartment,154,2,3,1,2021,1,0,4.140642149969538,0.45179410945434517,3978832
Muhanga,Apartment,190,1,1,1,1987,0,1,4.013102540798704,1.3047837765835195,4087102
Rubavu,House,197,1,1,2,1987,0,0,6.790642294746456,0.0,2827289
Nyanza,House,144,1,1,1,2008,1,1,5.184223068626528,2.6816236959695603,3663159
Kigali,Apartment,72,4,3,2,2002,0,0,2.343449027021002,0.005223143944204978,3717389
Huye,House,190,3,2,2,2020,1,1,8.852263583731713,3.7414214605247027,5918898
Nyamagabe,Bungalow,96,2,2,1,1989,1,0,8.23084307955543,1.0048275298030878,1486934
Rubavu,House,165,3,2,1,1986,1,1,5.363079402831585,1.3319047312843628,-669501
Rubavu,Bungalow,97,5,1,2,2003,1,1,9.677126295416269,2.7018033723893993,3957109
Kigali,House,66,3,1,1,1985,1,0,3.359462410246878,1.0561172915371086,-1484210
Kigali,Bungalow,112,4,3,1,1980,0,0,4.439286931919917,2.4531005450123806,988998
Huye,Apartment,157,3,3,1,1985,1,1,5.876205942261646,2.2590818507981743,8478737
Rubavu,Bungalow,152,1,3,3,1986,1,0,3.935674385891617,2.8166126357913654,4290215
Rwamagana,Apartment,146,3,3,3,2016,0,1,5.853563399182922,0.0,3112175
Nyanza,Bungalow,84,2,1,3,2015,0,0,1.2864821908725523,1.8136389837611873,308407
Nyanza,Villa,192,5,1,2,2021,1,0,4.558533739110105,2.1750456481864977,2646638
Huye,House,138,3,3,3,2005,1,0,4.560949162347729,0.3968666231460034,4134416
Huye,Apartment,105,3,2,1,1986,1,0,6.242203851796511,1.085461694547193,3478175
Nyamagabe,Bungalow,175,1,3,2,2021,0,1,1.894251989601052,1.0413697161170214,2839862
Nyanza,Apartment,182,2,1,3,1998,1,1,4.504734390090181,1.05348135672065,835048
Nyamagabe,Apartment,220,5,3,3,2016,1,0,2.2320128976293567,0.24345233899379615,4992756
Nyamagabe,Apartment,198,1,3,3,1987,1,1,7.653814404492312,2.576538498118744,5984926
Rwamagana,Villa,235,4,1,2,2003,0,0,5.446515342724981,3.0060638897717387,5198863
Huye,Apartment,183,1,2,2,2008,1,1,7.859442407325635,3.6045481294170703,1702399
Rubavu,House,164,3,2,2,1996,1,1,5.815256067911432,3.461524551278613,5839101
Gicumbi,House,183,5,2,2,2021,1,0,4.640516464971796,2.592308729681895,7260519
Gicumbi,House,162,3,3,3,2020,0,0,5.379554342069961,1.5593559216995196,2193601
Nyanza,House,97,4,3,2,1987,0,0,2.527852627784468,1.965444160378556,5469989
Gicumbi,Villa,143,3,2,3,1985,1,1,2.2722616688236226,2.4682991067085602,5749247
Rubavu,Apartment,257,2,3,3,2007,0,0,0.6469186296423395,2.5475371699963647,6641521
Nyamagabe,Apartment,169,3,1,2,1982,1,1,4.785246391127991,1.4193292875358954,4923896
Kigali,House,148,5,1,3,1999,0,1,7.849216650078352,2.2474526346383588,4441487
Kigali,Apartment,187,3,1,3,1987,0,0,3.0878047953669587,1.7982113171775498,593313
Muhanga,Villa,116,1,3,3,2016,1,1,0.16047101263891594,2.777993320207005,569393
Nyanza,Bungalow,122,5,3,3,1992,0,1,5.211767464239105,0.5942392711142681,3108526
Huye,House,104,2,3,3,2007,1,1,7.849231503660482,1.5393374115649,2807763
Rubavu,House,214,5,3,2,1985,1,1,5.925080900849075,1.8332798822340624,6589367
Rubavu,Apartment,120,3,3,1,1988,0,1,0.7512245112162743,3.262237656264701,6320261
Musanze,Villa,82,1,2,2,2002,0,1,1.028925809310608,2.159516403642495,-299439
Muhanga,Villa,162,4,3,2,2021,1,0,5.056422656274523,2.2255687176167016,4334410
Nyanza,House,204,3,3,2,2014,0,0,2.8586969131644926,1.3005608099510093,4639454
Muhanga,Bungalow,125,3,1,2,1996,1,0,2.253484722854918,1.2988971669647904,5728615
Rusizi,Villa,198,5,3,2,1985,0,0,5.083270458210133,1.3855558431285866,2879803
Rwamagana,Bungalow,135,5,1,2,1994,1,0,0.0,0.7613617488311222,4994876
Huye,Apartment,161,1,2,1,2017,0,0,0.0,3.5491792762256837,4238111
Nyamagabe,Apartment,145,1,3,2,1987,1,0,6.478745505990127,2.623049595200199,6197001
Nyanza,House,139,3,2,1,1983,0,1,6.790644758072514,1.8118108945481992,3224561
Rwamagana,Apartment,143,5,1,3,1986,0,1,2.2368182489036,4.58617704811786,3511220
Gicumbi,House,132,1,1,1,1995,1,0,4.828021272971019,1.4774520559987356,3341896
Huye,Apartment,89,4,3,3,2023,1,0,5.560950419413238,2.4107398911170117,5518038
Musanze,House,60,5,2,1,1999,0,0,6.061924575506849,2.4234202904812143,1042502
Huye,Villa,188,3,3,3,1986,1,0,4.118514061245413,2.211608005021359,1364810
Huye,Villa,134,3,3,2,2007,0,1,10.231688526956606,2.5400205722276086,7824738
Muhanga,House,165,4,3,2,1984,1,0,5.974466895152743,3.678984410413043,7222224
Gicumbi,House,120,2,2,1,2015,0,0,4.920127556932487,1.0119981554886612,3619811
Huye,Bungalow,169,1,1,1,2013,1,1,7.093103667703012,2.2485513743810226,4969693
Rwamagana,Apartment,54,3,2,1,2023,1,0,6.484676528246625,2.5740581307455184,1293522
Rubavu,House,174,5,1,2,2018,0,1,3.785906511988438,0.7597626631768446,5967323
Huye,House,152,2,2,3,1982,1,0,4.666024465671357,1.5877049987475862,5221434
Rusizi,House,190,3,1,2,1996,0,1,6.5000885819632686,3.756253441904975,3956497
Nyanza,Bungalow,50,1,1,3,2006,0,1,6.194368099007006,1.4476678835793335,3661816
Kigali,Bungalow,122,1,1,3,1999,1,1,5.977863052734453,1.4585803686034597,3824296
Huye,House,157,2,2,2,2022,0,0,7.595269017959414,0.4675907739381959,778010
Musanze,Apartment,112,5,1,2,1990,0,0,5.792378844424753,2.235536040405187,5153552
Rusizi,House,130,3,1,1,2009,0,0,4.742935006080131,2.4378980676351496,4596669
Gicumbi,Villa,206,3,1,2,1984,1,0,3.360531101957018,2.5958312736100844,2373481
Nyamagabe,House,149,1,3,2,2012,0,0,6.298522290601847,1.9037700224721161,3940809
Rusizi,House,156,5,1,2,1997,1,1,3.8945384803958794,2.369865831850908,5505398
Gicumbi,Villa,232,3,1,3,2007,1,1,3.9316933810680545,2.3244771746644157,3700492
Rwamagana,House,197,3,3,3,1983,1,1,7.835401386512736,1.7090562535164935,6205574
Kigali,Villa,171,4,1,1,1992,1,0,4.026757920626586,2.362258943842285,5764725
Muhanga,House,98,1,3,2,1986,0,1,3.2541422589483,2.1191313377460306,1069153
Nyanza,Villa,126,3,2,1,1996,0,1,5.818357895392122,1.0229408068864934,4150745
Musanze,Bungalow,99,1,1,2,1987,1,1,3.839711476136353,0.8838455148345614,1052494
Nyanza,Villa,56,5,3,2,1994,0,0,4.881395258050582,2.4439197598210782,4317028
Musanze,Villa,111,3,1,1,1986,1,1,6.41495795806734,2.980429977319712,3469358
Nyamagabe,House,108,2,3,3,2006,1,0,8.516337425556115,1.434125482594475,3700469
Nyamagabe,Bungalow,154,1,1,2,1995,0,1,4.0428414091450815,2.6510656592305155,1993826
Huye,Villa,204,1,2,3,1995,1,0,4.601567634668932,1.084390447769251,4089826
Nyanza,Villa,50,1,2,3,2015,1,1,4.684347303449422,3.792291820482502,3391580
Kigali,Villa,166,3,2,1,1992,0,0,7.646736502978664,0.262821529813025,1175403
Kigali,Villa,117,4,3,1,1994,1,1,4.692548376717905,2.3749213867496923,4393961
Nyamagabe,Apartment,187,5,3,3,1999,1,0,5.340383049452073,3.608801899826851,4793119
Rubavu,House,157,4,2,1,2023,1,1,5.3381572392819345,2.792431773485009,5228861
Muhanga,Apartment,86,5,2,1,2011,1,1,5.209409004086574,3.5364259223227226,3773685
Kigali,Villa,123,1,2,2,1990,0,1,4.402865469851154,1.8210618982461062,4307704
Rubavu,House,116,4,1,3,1983,0,1,2.478769530360893,2.4624334479559744,4007878
Gicumbi,House,160,3,3,3,2013,1,1,5.546159322634224,1.9405700548160187,5269051
Musanze,House,134,5,1,1,1987,1,0,6.072152690122068,0.0,6781734
Kigali,Bungalow,265,3,2,2,1993,0,1,5.8376498238283565,3.022702417810985,6922636
Rusizi,Apartment,162,3,2,3,1985,1,0,2.906798740471196,1.1141730172583997,4618187
Huye,Villa,94,2,2,2,1984,1,1,3.1829942975531607,1.82204424734868,3060223
Kigali,Villa,100,3,2,3,2012,1,0,7.368686015257774,1.1630033304609315,3015256
Muhanga,Villa,186,4,2,1,2018,0,1,2.5747233831773064,2.2532623239826424,8050623
Nyamagabe,Villa,109,3,2,1,2004,1,0,5.513984803421891,1.8159315127375322,3013111
Nyanza,Apartment,65,4,2,2,2003,1,1,6.240432282139688,0.0,4002626
Gicumbi,Villa,238,4,2,3,2000,0,1,4.484070437683018,0.6960946267231372,10698250
Huye,Villa,192,1,3,2,2015,1,1,9.079597080380246,2.6007131663885867,5929010
Kigali,Bungalow,167,5,2,2,2000,1,1,5.820935717487779,1.8980634213158432,5311894
Gicumbi,Villa,88,2,1,3,2007,0,1,3.7981544782304026,1.4746919219442,3627635
Rwamagana,Villa,145,4,2,3,1984,1,0,3.762167100559177,2.1840968373799705,3146233
Nyanza,Apartment,180,2,1,2,1987,0,1,5.917957813604801,1.5765523782414612,2534598
Musanze,Villa,196,4,2,3,1981,1,0,4.230929968520838,1.7533034719724887,5849179
Rusizi,Bungalow,174,3,1,2,2022,1,0,5.135340141973664,3.390346064708975,5682770
Muhanga,Bungalow,132,1,3,2,2013,1,1,4.960219771691438,3.453052502607613,4146106
Kigali,Bungalow,152,5,1,2,1990,1,1,6.591061968359934,1.5416519018875596,3094289
Gicumbi,Apartment,190,2,3,3,1989,1,1,8.764882665021073,3.189972435553476,695046
Muhanga,Bungalow,109,2,3,1,2022,1,1,2.7334682268682253,3.1036426645633917,1724960
Rusizi,Bungalow,189,1,2,3,2009,0,1,8.94937304948403,2.3999297821565797,3162465
Nyamagabe,Villa,194,4,3,2,1988,1,1,4.070713788748668,1.0714281779424746,6345651
Rubavu,House,166,3,1,2,1993,0,1,1.440730768579972,1.3473996486080289,766124
Kigali,Bungalow,199,3,1,2,2017,1,1,5.896269052445209,0.6866302312964525,3788290
Rwamagana,Apartment,172,5,2,2,1988,0,0,3.703772633524663,4.031767716019937,5193980
Nyanza,Villa,191,3,1,2,1998,1,0,3.081015897980957,0.9488579172971419,7461334
Muhanga,House,98,1,1,2,2013,1,0,4.769961618439758,1.412633098129564,-700696
Rwamagana,House,180,4,3,1,2012,1,1,2.513745036050018,2.4080602339006827,1297769
Huye,House,141,1,3,1,2000,0,1,6.905712179198973,3.108010687893861,7347519
Nyanza,Bungalow,172,1,3,2,1997,1,1,4.255831636645789,3.0368476944797,113158
Nyamagabe,Villa,120,4,1,2,2006,0,1,4.421265993520728,3.265357792891491,3376869
Kigali,Bungalow,213,5,2,1,2006,0,1,3.6967848977316775,1.2385226211078542,5643180
Rusizi,Villa,190,1,1,2,1992,1,1,5.8875354104659685,2.867250002781287,5808691
Nyamagabe,House,135,4,1,2,1995,1,1,8.111453154429567,2.089790234531639,5460824
Muhanga,Apartment,158,5,2,1,1999,0,0,6.044772141340081,2.8665878665591524,4075151
Kigali,House,131,3,2,3,2004,1,0,9.678719093207654,0.0,7558137
Kigali,Villa,156,1,2,3,2009,1,1,5.885944168794222,1.1607140088504742,4598654
Musanze,Villa,260,1,3,2,1985,1,0,2.7868954053264328,1.5327777981177406,4228367
Kigali,House,174,5,1,1,2008,0,0,8.092860634306405,2.263945928733026,3592758
Kigali,Villa,208,5,1,2,2016,1,1,5.25370481881831,2.5368451232268394,4195311
Gicumbi,Villa,202,3,3,3,1981,1,0,3.3964829865451747,2.117060764866512,1881137
Nyanza,House,154,2,2,1,2021,1,0,1.3606095335810573,2.7663990262273295,5258103
Rusizi,Apartment,122,5,1,1,1982,1,1,3.324291041980314,2.6815216113653095,4230377
Rubavu,Villa,117,3,2,2,1984,1,1,6.548478722601224,1.8449902710787014,4096954
Rusizi,Villa,175,3,1,1,2020,0,1,5.287462408915275,1.242832073985538,2950364
Muhanga,Villa,195,5,3,2,1987,1,0,4.877572885877096,1.5076838749265762,7342905
Huye,House,151,3,2,3,2016,1,0,6.86647362577775,1.4725329184367681,4733293
Huye,Villa,157,1,2,2,2019,1,1,2.6729889917974337,2.7684907151430806,-1285072
Nyanza,Bungalow,185,3,3,1,2002,0,1,0.31160965107106353,1.1090993540079648,3329449
Huye,Bungalow,163,2,3,3,2021,0,0,7.791375707677218,2.109889874390341,4076309
Huye,House,198,1,1,3,1989,1,0,3.40214484310955,2.210808211278066,3651656
Gicumbi,House,198,5,3,1,2006,1,0,5.943920754665537,1.4009455180757275,5896099
Muhanga,House,136,3,3,2,1994,1,1,4.1179073634736945,1.5403406754450473,5399842
Nyanza,Villa,144,4,1,3,2012,1,0,8.193333913999645,3.309610687598195,4659735
Nyamagabe,Bungalow,234,1,1,2,2016,0,0,5.304746658962367,2.14303952448462,4279717
Musanze,House,175,2,1,3,1982,1,1,2.8469946020055312,2.015077590474729,5583310
Muhanga,Bungalow,153,3,1,1,1980,1,0,6.450670330551434,0.8845312945713415,2864381
Rubavu,Villa,200,2,3,3,1990,1,1,7.460300661434937,2.1286693744941525,3666051
Muhanga,Villa,150,5,3,2,1996,1,0,7.689129911636,1.951368486435178,2795745
Muhanga,Villa,129,5,2,1,2008,0,0,5.929920307220153,3.1484620265379317,2351542
Kigali,Villa,180,2,2,1,2006,1,0,3.762209078182247,3.2256764191302496,3440884
Rubavu,Bungalow,168,3,1,2,1994,1,1,7.420066709463777,3.4915924355701273,5470839
Musanze,House,50,3,3,1,1997,0,0,6.940917022673437,0.48727521425614384,1886445
Nyamagabe,Bungalow,161,5,2,2,2002,1,1,6.913104043178603,0.9060758749586739,5857954
Musanze,Apartment,88,4,2,3,1993,0,1,5.2291537041508125,1.5032353640458394,2408547
Huye,House,79,4,3,2,2001,0,0,7.099770258742746,1.9526384161504184,5594312
Kigali,Bungalow,84,2,3,2,2022,1,0,4.810779280086759,0.868794150540575,1953813
