Location,Property_Type,Size_sqm,Number_of_Bedrooms,Number_of_Bathrooms,Number_of_Floors,Year_Built,Parking_Space,Furnished,Proximity_to_City_Center_km,Proximity_to_Schools_km,Security_Features,Price_RWF
Nyamirambo,House,181,5,1,2,1999,0,0,3.924068764,2.989358349,1,7124796
Kimironko,Apartment,151,2,2,1,2021,0,1,5.337386064,1.394079302,1,2168702
Kicukiro,Apartment,129,2,2,3,1983,1,0,10.29573233,0,1,3483048
Gacuriro,House,159,4,2,3,2007,1,1,6.413419048,3.128025557,0,4296183
Kicukiro,House,170,3,2,3,1980,1,1,3.123240158,2.753685371,1,5908715
Nyamirambo,Villa,146,2,3,3,2018,0,1,7.732033885,3.380379348,1,959557
Nyamirambo,House,151,1,1,1,1985,0,1,7.460894816,1.519437713,1,6314325
Kacyiru,House,126,1,3,3,1992,1,1,4.973827731,1.98463979,1,8037216
Gacuriro,Bungalow,107,1,2,1,1996,0,1,1.782090193,1.413344128,1,-650238
Gacuriro,Bungalow,158,2,2,3,2004,0,0,3.478187132,0.000924834,1,6050949
Kanombe,House,185,1,3,2,1988,1,1,8.037998873,1.884857989,0,1011496
Kibagabaga,Villa,120,2,2,1,1997,1,1,7.194999954,1.910840863,1,3033187
Kicukiro,House,99,3,3,1,2010,1,0,4.049108669,3.418823021,0,4056207
Gacuriro,Bungalow,198,3,1,3,1999,1,0,2.387088147,0.442117891,1,1920700
Nyarutarama,Villa,113,1,3,1,1982,0,0,5.076567458,1.564188143,1,2163170
Remera,Bungalow,123,4,2,2,2001,0,1,3.606887687,1.00467459,0,3784406
Kibagabaga,Villa,154,1,3,2,2003,0,1,5.723024994,1.131182688,1,3823827
Kanombe,Bungalow,182,2,3,3,2007,0,0,4.317776079,3.254070904,1,5565149
Nyamirambo,Apartment,145,2,3,1,2020,1,0,4.218543965,2.538197735,0,4610096
Nyamirambo,Villa,148,2,1,3,1997,1,0,5.344532648,2.437787704,1,2366216
Kicukiro,House,173,4,2,3,2018,0,1,5.653190706,1.827271203,1,5316444
Kacyiru,Apartment,69,1,3,3,1993,0,1,5.651918478,1.25507046,1,2963063
Kibagabaga,Bungalow,92,5,3,1,2008,1,0,6.109758836,2.770812966,1,3476223
Kibagabaga,Apartment,142,4,1,1,2017,1,1,1.86792132,1.41681164,1,5120436
Remera,House,114,3,1,1,2021,0,0,7.427990755,2.107525891,1,3055756
Kicukiro,House,161,5,3,2,2021,1,0,5.718665429,0.705189386,1,6670399
Kibagabaga,Apartment,167,1,2,3,1992,1,1,0.600259035,1.659410739,1,1767444
Gacuriro,Villa,78,5,1,2,1995,1,1,4.845624696,1.422972745,1,6376120
Nyamirambo,Apartment,135,4,3,3,1990,1,0,3.228801965,1.418488437,0,3197840
Kicukiro,Villa,96,5,2,2,2005,0,0,8.187628039,2.367742629,0,4186370
Kimironko,Apartment,157,4,2,3,1987,1,1,4.315036772,3.959796349,1,3628879
Nyamirambo,House,213,5,2,3,1996,1,1,10.49132845,3.232118523,1,5087342
Nyamirambo,House,239,1,1,3,2019,1,1,2.345436675,1.347216618,0,3707420
Kicukiro,Apartment,161,1,2,3,2014,0,0,2.543533867,2.100617401,1,3596448
Remera,Bungalow,144,4,2,2,2017,1,1,4.076695882,0.060074002,0,3879036
Kanombe,Villa,126,1,3,1,2001,1,0,3.398228825,1.787644731,0,1807210
Kicukiro,Villa,120,5,3,3,2018,1,1,4.528163023,0.712976559,1,4697522
Nyarutarama,Apartment,161,4,3,3,2016,0,1,4.311626641,1.509819059,1,3320030
Nyamirambo,Apartment,192,2,1,3,2019,0,1,4.852851687,3.006685002,0,3767374
Kanombe,Villa,139,2,3,2,1993,0,0,2.108887721,0.743236549,0,3707737
Kanombe,Apartment,156,1,1,2,2010,0,1,5.414166323,3.114984222,1,-1084330
Kicukiro,Apartment,137,2,1,3,1999,0,0,5.907836087,2.795622715,1,5220036
Kibagabaga,Villa,194,4,1,3,2023,1,0,3.180673872,1.774134046,0,5342707
Nyarutarama,House,78,1,1,2,2013,0,0,5.028406375,0.717361045,1,5457488
Kicukiro,House,186,5,1,3,1999,0,1,8.919400753,2.071501782,1,6749140
Kanombe,Bungalow,201,5,1,1,1985,0,1,3.588437774,3.634991795,0,6562815
Kacyiru,House,50,3,2,2,2023,0,0,4.502770214,2.033276569,0,1220161
Kicukiro,House,146,5,3,2,1987,0,1,2.737272614,2.276987271,0,5090184
Remera,House,181,4,3,3,1983,1,0,6.754487334,2.814203808,1,1940357
Nyarutarama,Villa,50,2,2,1,2002,0,0,4.76150998,2.902694308,1,-1703775
Kacyiru,Apartment,70,3,1,3,1981,1,1,3.029093677,1.982160368,1,-707873
Kimironko,House,72,2,3,2,2018,1,1,8.509791432,1.741891886,1,3729899
Gacuriro,Villa,50,2,2,3,1986,1,0,2.829805626,1.208254461,1,3431843
Kimironko,Apartment,112,1,1,2,2001,1,1,8.287687384,1.095751171,0,2014926
Kimironko,Bungalow,132,4,3,2,1981,1,1,9.585251009,1.915264652,1,8827167
Kibagabaga,Apartment,92,1,2,1,1980,0,1,0.156581646,2.287321037,0,3674644
Kibagabaga,House,189,4,2,3,2001,1,0,3.877048719,1.761790506,1,3253074
Nyamirambo,Bungalow,128,5,3,3,2018,1,1,5.059400783,3.886758682,1,9535113
Nyamirambo,Villa,129,4,3,3,2023,1,0,6.269245364,1.516357508,1,941183
Kimironko,House,66,3,2,1,2009,1,1,0.665956413,2.450399228,1,1039680
Kacyiru,Bungalow,153,5,3,2,2016,0,0,5.054467672,3.82161406,1,8140231
Nyarutarama,House,255,4,1,2,2009,0,0,8.332885588,1.549367254,0,2448903
Remera,House,176,3,2,3,1997,0,0,2.45955788,1.239464952,1,1385650
Kicukiro,Villa,163,5,1,1,1994,1,1,7.795589511,3.321368752,1,3859062
Kicukiro,Apartment,133,1,3,1,2011,1,0,4.292584031,3.075393412,1,1547462
Kibagabaga,Bungalow,184,5,3,1,2020,1,0,3.822139826,4.893565577,1,1209785
Nyarutarama,Villa,183,4,1,2,1993,1,1,2.392802513,2.804811618,0,2435942
Kibagabaga,Villa,133,2,1,2,2010,1,0,1.365107181,0.912100291,1,8468969
Kanombe,House,149,5,3,1,2007,1,1,2.809998308,2.948189358,1,4622210
Kanombe,Villa,123,2,2,2,1990,0,0,3.864421542,0.346566072,1,1893439
Nyamirambo,House,173,2,3,1,2019,1,0,7.420759325,1.604325181,0,-1147624
Gacuriro,Bungalow,152,3,2,2,2006,1,0,4.913153189,1.465217972,1,4415287
Kicukiro,House,154,1,1,3,2012,0,0,6.192329203,2.720835744,0,2773371
Kacyiru,House,137,5,3,2,2015,1,0,3.849556912,3.010265522,1,3016145
Kanombe,Bungalow,332,1,2,2,2006,1,1,3.627118917,2.904309254,0,6497033
Nyarutarama,Bungalow,126,2,2,3,1988,1,0,5.623773137,2.200207748,0,5972221
Kimironko,House,216,1,2,2,1985,1,1,5.79352953,2.407285344,1,5037502
Kicukiro,Villa,144,4,1,3,2002,0,0,4.885498096,1.485102209,1,3201423
Kibagabaga,Apartment,151,2,3,3,2015,0,1,2.777483389,1.730187775,1,-445369
Remera,Bungalow,144,4,1,3,1986,1,0,4.743848417,1.884596513,1,3285751
Kanombe,House,147,5,2,3,2017,1,0,8.930348238,1.509523817,1,7279499
Kimironko,Villa,114,5,2,1,2023,1,1,7.924991446,3.075322695,1,6750063
Kicukiro,Villa,152,4,3,1,1990,0,0,2.053294432,3.149895787,1,6273547
Nyamirambo,Villa,207,5,2,1,2016,1,0,3.256099423,2.086676353,0,7485792
Gacuriro,Bungalow,147,2,2,2,2001,0,1,4.329444406,0.212478798,1,6813802
Kibagabaga,House,153,1,3,1,1989,1,1,3.355818128,1.530548097,1,2930719
Kacyiru,House,208,3,1,1,1995,0,1,4.998779014,0.185240309,1,4866208
Gacuriro,Villa,187,5,2,2,2006,1,1,3.816150823,1.769466823,1,6438044
Nyamirambo,Apartment,60,5,3,1,2012,0,1,4.214543157,2.493685849,1,3188190
Kacyiru,Apartment,158,5,1,1,2010,1,1,4.807878869,2.236718214,1,1670327
Nyamirambo,House,117,2,2,2,1985,1,0,3.708803386,2.663998288,1,-282118
Remera,Bungalow,118,3,3,3,2016,0,0,4.540928987,0.00796137,1,2957941
Nyamirambo,Apartment,66,1,3,3,1988,0,0,6.381390824,1.180916141,1,417883
Gacuriro,Apartment,97,3,3,3,1999,1,1,6.522598467,3.63044763,1,2718396
Kicukiro,Apartment,141,5,3,1,2021,1,0,1.902046114,0.536246742,1,7458101
Nyarutarama,Villa,279,2,1,3,1985,0,0,1.88339007,1.216892639,1,3165514
Nyamirambo,Bungalow,244,2,1,2,2004,0,0,5.433386787,0.485810622,1,1799658
Kacyiru,Villa,83,3,2,2,2008,0,0,2.480853819,2.533228526,1,5183245
Remera,House,197,1,1,2,1992,1,0,5.918193276,0.909583778,1,4741481
Nyamirambo,Bungalow,221,4,3,1,2012,0,1,4.47413512,1.952004952,1,2506334
Nyamirambo,Apartment,151,4,1,1,2018,0,1,4.157296234,1.17699909,1,5186384
Remera,Apartment,207,1,2,1,2000,1,0,6.883454862,2.401046772,1,4278450
Remera,Villa,105,3,3,3,2023,0,0,7.243779561,3.025894774,1,1293206
Kibagabaga,Bungalow,113,4,2,1,2017,1,0,4.623666206,3.013928126,1,4633704
Remera,House,228,4,2,3,1983,1,0,3.462027978,1.953647241,1,3824709
Kanombe,Bungalow,152,5,3,1,1989,0,0,3.034239818,0.700229462,0,3816603
Kicukiro,Apartment,98,4,1,2,2000,0,1,4.374809934,2.618231394,1,2780959
Kacyiru,House,170,2,1,2,1986,1,0,4.516292001,2.199993778,1,4690817
Kimironko,Villa,71,4,3,3,2005,0,1,6.284554435,1.629571948,1,1435051
Remera,Villa,224,2,3,1,1994,1,1,7.387051859,2.169668017,1,3744493
Gacuriro,Apartment,131,5,2,3,2008,0,1,2.06000977,1.855775949,1,5294098
Nyarutarama,Bungalow,73,2,2,3,1985,0,0,5.102891899,3.51027006,1,6383145
Kimironko,House,229,3,3,3,2004,0,1,7.754420326,3.068261243,1,3409206
Kacyiru,House,50,2,3,1,1990,1,0,3.464971045,3.217949982,1,1142054
Kicukiro,Apartment,137,1,3,1,2007,1,1,2.272738383,1.75790189,1,6519323
Nyamirambo,Bungalow,94,3,3,2,1999,1,0,2.580502806,1.561193552,1,6817042
Kibagabaga,Apartment,149,4,1,3,1988,0,1,4.986868701,2.793565893,1,3631480
Kacyiru,House,147,2,3,2,1988,1,1,8.727767099,1.608895275,0,6403865
Kacyiru,Villa,88,1,3,3,1994,0,1,3.008414537,1.721100397,1,3098039
Nyarutarama,House,258,1,2,1,1983,1,1,4.21480023,1.242110961,1,805118
Kanombe,Bungalow,136,4,1,1,2005,1,0,3.325020905,2.067865353,0,7109273
Kicukiro,House,138,4,3,1,1998,1,0,6.06350754,2.569459612,1,3466780
Kicukiro,Villa,79,4,2,3,1992,1,1,8.031028497,3.262260432,0,4712901
Nyamirambo,House,202,4,2,2,1993,0,0,6.707851753,2.1585278,0,3022061
Nyamirambo,Bungalow,177,4,2,1,2005,1,0,2.947339166,0.812935684,1,4164075
Kacyiru,Bungalow,132,4,2,1,1988,0,0,2.673463505,1.939979063,1,2046154
Remera,House,127,2,2,3,2015,1,0,5.00309674,1.783134729,1,6369720
Kacyiru,House,174,5,3,3,1993,0,0,5.05772931,1.513490331,1,4532638
Kibagabaga,House,71,1,2,2,2001,1,1,0.825128011,1.720114823,1,1256723
Kicukiro,House,142,5,1,2,2023,1,0,5.39941701,2.108192135,1,1215402
Kicukiro,Villa,173,2,2,2,1995,1,0,6.837477091,1.190364014,0,3560755
Nyarutarama,House,248,3,1,2,1985,0,0,3.876191802,3.13818648,1,7511722
Nyamirambo,Apartment,105,5,3,2,2010,1,0,6.077337216,2.779547697,1,6770351
Nyarutarama,Villa,212,5,1,3,1986,0,1,6.981473879,0.797650198,0,2633884
Kanombe,Villa,131,4,1,1,2009,1,0,8.631300094,2.164222839,1,2878328
Remera,Villa,145,4,3,3,2018,1,1,7.004046589,1.069363219,0,1816440
Nyamirambo,House,185,4,2,3,2018,0,0,4.194647971,0.642969731,0,2984433
Gacuriro,Apartment,170,5,2,2,2007,0,1,5.55338888,1.301778448,1,7300902
Kanombe,Apartment,231,3,3,2,2019,1,1,8.047318524,3.207122346,1,5139384
Kimironko,Apartment,139,4,2,1,1990,0,1,3.907219154,2.390720034,1,7489333
Kicukiro,Apartment,201,1,3,1,2011,1,1,6.114855206,1.925484917,0,5266414
Nyarutarama,House,76,3,3,3,2012,1,0,3.185054373,1.55160222,0,5950064
Kacyiru,Apartment,164,4,1,3,1989,0,0,7.45021623,1.510816923,1,4233606
Gacuriro,Bungalow,82,2,2,1,1980,0,0,7.824927113,2.269565897,1,491853
Kimironko,Villa,198,1,2,2,1989,1,0,5.402198371,1.990571102,0,3307521
Kacyiru,Villa,159,2,1,3,2000,0,1,6.598557571,2.621724037,0,3523572
Nyamirambo,House,168,1,1,2,1992,0,0,5.839361939,2.481993148,1,2863916
Nyarutarama,House,202,1,2,1,1988,0,1,2.970774502,1.828985416,1,3474972
Nyarutarama,Villa,210,4,1,3,1996,0,0,4.964940717,2.408404795,1,5401875
Kanombe,Villa,299,1,2,1,2021,0,1,8.368002828,1.62287749,1,7789165
Remera,Villa,131,2,2,3,1996,1,1,3.284076374,1.984665782,0,2064883
Kanombe,House,145,2,2,1,1994,1,0,8.82251645,0.019992836,0,3550055
Kibagabaga,Bungalow,143,4,1,2,1981,1,1,6.866451381,2.485442569,1,6431348
Kibagabaga,House,126,5,2,1,1984,1,1,5.791562444,1.220071013,0,1570667
Kacyiru,Apartment,188,1,1,3,1998,1,1,5.421614813,2.257678797,0,5518450
Remera,Villa,252,3,1,3,2013,1,0,9.285308354,2.469628799,0,2813178
Kanombe,Apartment,113,3,2,1,1984,1,1,2.466576928,3.159400161,1,5424660
Nyamirambo,Apartment,106,5,2,3,1999,1,0,7.629477863,0.497018211,1,5178193
Kimironko,Apartment,154,5,1,3,2000,0,1,4.184840641,2.022894654,1,2943130
Gacuriro,Villa,81,1,2,1,2004,0,0,3.183216143,1.873813088,1,633928
Kimironko,House,174,4,3,1,2019,1,1,4.27914901,3.329621708,1,470225
Gacuriro,Villa,131,1,1,1,2011,0,0,6.233353019,2.426548766,1,1079086
Kacyiru,House,183,5,3,2,2016,0,0,4.717755677,0.533983532,1,3270887
Kacyiru,Villa,216,5,1,2,1999,1,1,6.466775823,0.27072663,1,3746049
Nyarutarama,House,222,1,3,1,2003,0,1,5.2152588,1.409623549,1,1577757
Nyarutarama,House,75,3,2,1,1988,1,1,8.69408966,1.434152561,1,6649295
Gacuriro,Apartment,145,5,3,1,1984,1,0,2.494265011,0,1,7487258
Kacyiru,Bungalow,137,4,2,2,2021,1,1,5.463830559,1.750023746,0,1366744
Kibagabaga,Bungalow,106,1,2,3,1980,1,0,8.370946813,0.816677486,0,3037372
Kibagabaga,Bungalow,176,5,2,1,2012,1,1,2.941996464,1.656731455,0,3356555
Remera,House,50,3,1,3,2001,1,1,4.691106923,0,0,489011
Kacyiru,Apartment,93,3,3,3,1996,0,0,7.19498695,0.062735339,1,6489892
Kicukiro,House,123,5,2,2,1988,1,0,5.730211573,1.728595565,1,5041354
Nyarutarama,House,212,4,2,1,1993,1,0,6.18729084,2.222714461,0,2652104
Gacuriro,Villa,104,4,3,3,2010,1,1,2.55301913,1.867290234,1,3699343
Gacuriro,Villa,136,1,3,1,1988,1,0,2.798190824,1.197262903,0,1374629
Kimironko,Villa,50,3,2,1,2014,0,0,8.890853637,1.994371167,1,2266441
Kanombe,Apartment,128,3,3,3,2022,1,1,6.778577283,0.694132339,1,5403014
Kimironko,Villa,95,1,1,1,1996,0,1,8.315444516,2.492544208,1,-3495098
Kimironko,Villa,162,3,2,1,1992,0,0,7.16507889,0.779277956,1,1485178
Kacyiru,House,78,4,2,3,2007,0,1,3.887389394,0.715684967,1,7325652
Kicukiro,House,116,5,3,2,2006,1,0,7.17507614,2.027190713,1,5822937
Kacyiru,House,92,3,1,3,1992,1,1,6.380491727,0.749396489,0,3522748
Kibagabaga,House,244,2,1,3,1994,1,1,0.710213875,1.737894345,1,4399077
Gacuriro,Villa,175,4,3,3,2022,1,0,3.121604451,2.635525858,1,4026673
Kacyiru,Bungalow,133,2,2,1,1992,1,0,5.616458291,1.219587355,0,3186337
Gacuriro,Villa,169,3,1,1,1990,1,1,6.777057036,2.641359488,1,4988247
Nyamirambo,Villa,255,5,2,2,1995,0,0,5.851375852,1.938948662,0,4478254
Kicukiro,Bungalow,172,3,1,2,1993,1,1,3.480769206,3.497868136,0,5084325
Kacyiru,Bungalow,224,2,1,2,2005,0,1,2.863079842,2.767629944,1,4690489
Kicukiro,House,183,5,1,3,1994,0,0,3.860101407,1.627985634,0,2853802
Remera,Apartment,157,1,3,1,2002,1,0,8.824248513,1.912695009,1,2748863
Nyarutarama,Bungalow,102,4,3,1,1983,0,0,4.686925918,0.893680763,1,2929436
Remera,Bungalow,152,3,2,1,1997,0,1,5.00230564,2.091708832,0,4891660
Kanombe,Apartment,73,5,2,1,1982,1,0,4.800888552,1.971653686,0,3028561
Remera,Bungalow,64,1,2,1,2008,1,1,3.31328066,3.902577766,1,-640833
Kimironko,Apartment,284,1,1,2,1998,1,0,6.677342355,2.232642075,0,2811758
Remera,House,168,2,1,3,2000,1,1,3.274276529,2.314143968,1,2906138
Nyarutarama,House,132,3,1,2,2017,1,0,5.859927065,2.779620281,1,4184332
Kanombe,House,204,3,2,3,1999,0,0,7.275019557,2.508574637,1,6547337
Kibagabaga,Villa,122,5,2,2,2013,1,1,5.074397094,2.27810189,1,4872752
Remera,Bungalow,110,2,2,2,1993,1,0,7.208677994,2.307822886,1,2072266
Gacuriro,Bungalow,136,1,3,3,2010,0,0,6.023251406,1.231210235,0,1679743
Gacuriro,House,116,2,2,3,1997,1,1,2.283816003,2.226250622,1,4359078
Kacyiru,Apartment,176,4,3,3,2000,1,0,5.549618715,3.638428048,1,6558382
Kicukiro,Bungalow,176,2,1,3,2010,0,0,8.179092576,1.665198903,1,2519854
Nyamirambo,Apartment,91,4,3,2,1982,1,1,5.102006354,0.468979227,1,7960337
Kanombe,Apartment,173,2,1,3,2000,1,1,6.791311787,0.801834692,1,5306827
Kicukiro,House,120,2,1,1,1989,0,0,9.444952996,0.116315988,1,2203267
Remera,Bungalow,124,5,1,3,2001,1,0,5.224632383,1.834648476,1,5144305
Kicukiro,Bungalow,198,5,2,3,2023,1,1,5.845070127,3.353038202,1,6402406
Kibagabaga,Apartment,95,1,2,3,1997,1,1,6.086047685,1.890455122,1,1741637
Nyarutarama,Villa,105,3,2,3,2011,1,0,5.296287745,2.133004037,1,4216100
Kibagabaga,Apartment,108,3,2,2,1980,1,0,2.589275728,3.2908502,1,4653885
Nyamirambo,Apartment,126,5,1,3,2011,0,1,5.856429207,2.160465433,1,5533242
Kicukiro,Bungalow,122,2,1,3,2001,1,0,2.543235473,1.126059378,1,3045979
Kimironko,House,167,2,2,2,1998,1,1,6.361520713,0.931602015,0,5076744
Gacuriro,Bungalow,174,3,1,1,2009,1,0,1.881567317,3.122013675,1,2797998
Kanombe,Villa,187,4,2,1,1990,1,0,0.371990339,2.564210866,0,2567419
Nyarutarama,Apartment,138,2,1,2,2019,0,0,4.663776015,2.531068299,0,3415739
Kibagabaga,Apartment,171,4,3,3,1995,0,0,6.003733773,2.713999948,1,4203856
Nyarutarama,Villa,215,3,3,2,1994,1,1,3.839412115,1.589187619,0,4498860
Nyamirambo,Apartment,155,1,3,3,2002,1,0,5.024863151,1.015473942,1,4766205
Nyarutarama,Villa,177,4,1,2,1985,1,1,4.550219804,2.295590499,1,3161998
Kanombe,Bungalow,142,4,1,3,2013,1,1,3.795085516,3.367693659,1,5140467
Kacyiru,House,190,2,2,3,2003,1,1,4.888356648,0.389275832,1,2169703
Kibagabaga,Apartment,155,4,3,3,2001,0,1,1.934023619,2.949672437,1,10179226
Kibagabaga,House,236,2,3,1,2007,1,1,6.418899239,3.593180483,1,4295102
Kibagabaga,House,100,3,1,3,1994,1,1,5.12765236,2.158776363,1,3794594
Nyamirambo,Bungalow,59,1,1,2,1992,1,1,5.741200521,2.646125165,1,827400
Kacyiru,Villa,78,3,1,2,1996,1,0,3.695483306,1.060292357,1,5256872
Kacyiru,House,157,4,3,3,1990,0,0,3.375612004,2.545965496,1,4143796
Nyamirambo,Villa,53,2,2,2,2020,1,0,4.511865312,3.008848719,1,7217034
Kanombe,Villa,245,5,2,1,1994,0,0,6.280259635,1.23197094,1,6123881
Nyamirambo,Villa,167,4,2,1,2008,1,1,3.228748226,0.754739308,1,4641142
Kibagabaga,Bungalow,140,3,2,3,2020,0,1,4.289837852,0.243013069,1,7324649
Kibagabaga,Villa,101,5,3,3,1982,1,1,4.10488103,3.200046367,1,4796650
Gacuriro,Bungalow,71,1,2,1,2007,1,0,5.076926921,2.241946227,1,3273705
Nyarutarama,Bungalow,96,2,1,3,2005,0,1,3.81693959,1.07150095,0,-1064235
Kanombe,House,126,5,2,2,1996,1,0,3.253856636,0.854036721,1,7421981
Remera,Bungalow,249,2,2,3,2020,0,1,4.99702276,0.464500123,1,4208779
Remera,House,214,1,3,1,1985,0,1,5.620213473,2.054088475,1,3718708
Nyamirambo,Villa,130,2,1,3,1993,1,1,5.88972891,2.560713139,0,623852
Kimironko,Apartment,121,2,1,1,2011,0,0,6.309504419,0.949845172,1,2273109
Kicukiro,House,178,3,1,1,2011,1,1,0.364659496,2.531700427,1,3331965
Nyarutarama,House,140,3,3,3,1982,1,0,4.659124932,1.35468251,1,1938069
Kibagabaga,Apartment,133,2,1,2,2021,1,0,3.370316205,2.727883992,0,4094948
Kibagabaga,Bungalow,169,1,2,1,2020,0,1,9.010834468,1.576069817,0,2876261
Remera,Apartment,150,2,3,2,1986,0,0,7.046432985,2.309750953,0,1186644
Nyamirambo,Bungalow,194,2,3,2,2013,1,1,5.758975654,2.280834735,1,4093691
Nyarutarama,Apartment,109,1,3,2,1986,0,1,2.900361151,2.126970779,1,4447003
Nyamirambo,Bungalow,131,4,1,3,2015,1,0,1.804164373,0.613931845,0,795165
Remera,Bungalow,147,1,2,3,2004,1,1,4.681655516,2.616668123,0,1002253
Kanombe,Bungalow,131,4,3,3,1983,1,0,6.802980151,3.761500757,0,4102242
Gacuriro,Apartment,194,1,3,3,2022,0,1,7.712023021,2.01683656,1,3111820
Gacuriro,House,158,1,1,1,1983,0,1,2.639505193,2.443008906,1,533635
Kicukiro,Apartment,141,1,1,3,2013,0,0,4.088916167,2.090903059,1,4188104
Kicukiro,House,140,3,1,2,1993,0,1,4.54925882,1.846635306,1,2620810
Kimironko,Bungalow,117,1,3,1,2014,1,0,4.452332191,1.085389129,1,4575435
Kanombe,Apartment,163,4,2,3,2008,1,1,2.21070871,4.198621248,1,5643904
Gacuriro,Bungalow,102,4,1,2,2007,0,0,4.623093257,1.952530046,0,5620799
Gacuriro,House,166,5,1,1,2008,1,0,9.00668266,0,1,6179694
Kibagabaga,Apartment,175,3,2,1,2001,0,1,4.441772623,0.952962651,1,4751896
Remera,Villa,191,4,2,2,1992,1,1,2.963643402,2.774527124,1,6697643
Kibagabaga,House,295,4,1,1,2015,0,1,5.716418704,0.604502663,1,2287027
Kacyiru,Villa,138,1,3,3,1987,0,0,5.959300643,1.643553748,0,4013409
Kanombe,Apartment,128,1,1,3,2018,0,0,3.007255078,0,0,-1040760
Nyarutarama,Bungalow,165,2,2,2,2000,0,0,4.257379163,1.053728075,1,8392575
Kanombe,House,114,2,3,2,2008,1,1,4.510189398,2.820437718,1,3812172
Nyamirambo,Villa,132,2,1,2,1994,1,1,8.472754532,1.354485412,1,3432572
Kimironko,Villa,127,3,2,2,2019,1,0,3.707444702,1.277163568,1,7883990
Remera,Apartment,147,5,2,1,1996,1,1,5.043305984,1.311449641,0,3789232
Kacyiru,Villa,145,4,3,3,1982,1,0,3.770007511,2.126056491,0,2378041
Kimironko,Villa,163,1,1,2,2009,0,0,1.352701424,2.092789804,1,2873448
Kimironko,Apartment,221,4,3,3,2000,0,0,3.539566095,1.415729778,0,5335785
Kanombe,Apartment,198,2,2,1,2006,1,0,8.821828572,0.727075928,0,4039195
Gacuriro,Villa,213,3,2,1,2003,1,0,7.585942539,3.08994317,1,3344986
Kanombe,Bungalow,157,5,1,3,1997,1,1,3.168149773,2.031232037,1,3931130
Kanombe,House,170,2,2,1,1994,1,1,6.289552748,1.126384397,1,2834472
Kanombe,House,94,5,3,1,1984,1,0,4.188808331,2.009190289,1,1874986
Kibagabaga,Apartment,156,1,3,1,2001,0,1,7.338877059,0.348504348,1,1641507
Remera,Apartment,202,3,1,1,2007,0,1,6.770574287,0.618891567,1,6832406
Kacyiru,House,115,2,3,1,1991,1,1,3.721537667,3.006440687,0,5156910
Kanombe,House,134,1,3,2,2007,0,0,2.976344625,1.862526841,1,4859765
Kicukiro,House,117,5,1,3,1981,0,1,3.064714045,1.206478639,1,5069336
Kimironko,Villa,116,1,1,2,2001,0,1,4.471726382,0.280473531,0,2217931
Kacyiru,Apartment,170,5,3,3,2013,0,0,6.972150501,0.470352118,1,1322604
Kimironko,Bungalow,168,3,3,2,2006,1,1,4.818529951,2.217853505,1,3708497
Kicukiro,Bungalow,220,4,2,2,2014,1,1,6.092876018,3.102361392,1,3043094
Nyamirambo,Apartment,200,2,2,3,1984,0,1,6.934202692,2.694413699,1,7923631
Remera,House,161,3,1,2,1993,0,0,6.524662064,3.006680774,1,4646385
Nyarutarama,Bungalow,120,4,1,2,2019,0,0,1.722314832,1.110482147,0,4029408
Kibagabaga,House,132,3,3,2,2001,0,0,9.071203606,2.579105951,1,5275466
Kanombe,Villa,192,3,2,3,1981,1,0,4.236038889,1.417788825,1,2282843
Nyamirambo,House,272,2,1,3,1999,0,0,4.129713431,3.063104152,1,6695139
Kanombe,Villa,213,3,2,2,1989,1,1,4.300586704,2.329810598,1,6888555
Kibagabaga,House,220,5,3,2,1989,0,1,1.119951969,1.026257544,1,6149825
Kacyiru,Villa,144,3,2,3,2004,1,1,4.777799132,3.075685765,1,1007114
Kanombe,Bungalow,154,1,1,3,2004,1,1,3.463761898,1.697344424,0,1535494
Kimironko,Apartment,207,2,2,1,1993,1,1,4.256902635,1.760705714,1,379488
Kibagabaga,Villa,176,3,2,2,1989,0,0,5.359201997,1.394991199,0,4997243
Kicukiro,Apartment,75,1,1,3,2008,0,0,6.212212383,0.867402293,1,3232321
Nyamirambo,Villa,162,5,2,3,1990,1,1,6.632134811,3.058809153,1,5357367
Gacuriro,Bungalow,142,4,3,3,2021,0,0,5.251752764,2.992298591,1,2808199
Gacuriro,Villa,113,5,3,1,1982,1,1,5.979738242,2.585070654,0,3112503
Kimironko,Villa,74,2,1,2,1980,0,1,0.944532205,2.105959719,1,766679
Remera,House,128,5,1,2,2000,1,1,6.067425954,1.894696126,1,3247634
Nyamirambo,Bungalow,208,5,2,1,1980,1,0,5.146005973,2.93609774,1,2452990
Kicukiro,Villa,241,5,2,3,1984,0,0,4.48228768,2.094983655,1,4504302
Kimironko,House,136,1,1,1,2007,1,1,4.867777408,1.315922552,1,4532475
Nyarutarama,Bungalow,156,4,1,2,2000,1,0,4.090328837,2.018322876,1,6615082
Kicukiro,Villa,217,5,3,3,2022,0,1,2.702005167,2.43955776,1,9533561
Nyamirambo,House,117,5,2,3,2000,1,0,5.441447752,3.056640091,1,4388812
Remera,Bungalow,129,5,2,1,2009,1,1,2.856875128,2.258577089,1,2839916
Gacuriro,Bungalow,153,2,1,3,1999,1,1,7.34283234,1.780484847,1,4973274
Gacuriro,Apartment,91,3,1,3,2018,0,1,8.82342155,1.987436553,0,-1399611
Kicukiro,Bungalow,138,2,1,3,1988,0,1,2.488754111,1.976696268,1,946616
